Date : 2023-08-29 20:12:03
Directory : /Users/sbukhari/Sandbox/CProgram/ASTanalysis
Total : 4163 files,  332580 codes, 38887 comments, 22538 blanks, all 394005 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_load.c                             | C        |         18 |         12 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_print.c                            | C        |         23 |         23 |          5 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_remove_item_at_pos.c               | C        |         33 |         13 |          6 |         52 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_save.c                             | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_swap_item_positions.c              | C        |         44 |         12 |          6 |         62 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/74bd8618-cc17-42a6-8657-abebc4b6b500/parts/gen_list_update_item_at_pos.c               | C        |         32 |         12 |          6 |         50 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/74bd8618-cc17-42a6-8657-abebc4b6b500/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/74bd8618-cc17-42a6-8657-abebc4b6b500/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/74bd8618-cc17-42a6-8657-abebc4b6b500/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/list.c                                            | C        |         73 |         83 |         19 |        175 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/parts/gen_list_add_item_at_pos.c                  | C        |         22 |         21 |          5 |         48 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/parts/gen_list_cost_sum.c                         | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/parts/gen_list_find_highest_price_item_position.c | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/parts/gen_list_item_to_string.c                   | C        |         17 |         11 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/parts/gen_list_load.c                             | C        |         18 |         12 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/parts/gen_list_print.c                            | C        |         26 |         20 |          5 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/parts/gen_list_remove_item_at_pos.c               | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/parts/gen_list_save.c                             | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/parts/gen_list_swap_item_positions.c              | C        |         17 |          8 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/parts/gen_list_update_item_at_pos.c               | C        |         19 |         19 |          6 |         44 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/752045ea-d911-4015-a0e5-66f513cb8751/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/list.c                                            | C        |        241 |         62 |         45 |        348 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/parts/gen_list_add_item_at_pos.c                  | C        |         35 |         18 |          5 |         58 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/parts/gen_list_cost_sum.c                         | C        |         24 |          8 |          7 |         39 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/parts/gen_list_deduplicate.c                      | C        |         54 |         12 |         12 |         78 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/parts/gen_list_find_highest_price_item_position.c | C        |         30 |          8 |          7 |         45 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/parts/gen_list_item_to_string.c                   | C        |         19 |         14 |          6 |         39 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/parts/gen_list_load.c                             | C        |         38 |         18 |          6 |         62 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/parts/gen_list_print.c                            | C        |         30 |         23 |          7 |         60 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/parts/gen_list_remove_item_at_pos.c               | C        |         35 |         10 |          7 |         52 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/parts/gen_list_save.c                             | C        |         25 |         14 |         10 |         49 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/parts/gen_list_swap_item_positions.c              | C        |         49 |          8 |          8 |         65 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/parts/gen_list_update_item_at_pos.c               | C        |         38 |         12 |          6 |         56 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/833d22d1-766e-4e96-af92-180a3c4a2d99/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/list.c                                            | C        |        206 |         73 |         62 |        341 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_add_item_at_pos.c                  | C        |         55 |         18 |          5 |         78 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_cost_sum.c                         | C        |         25 |          9 |          8 |         42 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_find_highest_price_item_position.c | C        |         30 |          9 |          8 |         47 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_init.c                             | C        |         27 |          6 |          7 |         40 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_item_to_string.c                   | C        |         33 |         16 |          6 |         55 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_load.c                             | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_print.c                            | C        |         29 |         20 |          5 |         54 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_remove_item_at_pos.c               | C        |         24 |         13 |          7 |         44 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_save.c                             | C        |         29 |         14 |          8 |         51 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_swap_item_positions.c              | C        |         34 |         15 |         10 |         59 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/parts/gen_list_update_item_at_pos.c               | C        |         24 |         13 |          7 |         44 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/925cb076-503f-4a8e-b8d9-0aac9efe5955/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/list.c                                            | C        |         72 |         88 |         18 |        178 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/parts/gen_list_add_item_at_pos.c                  | C        |         23 |         30 |          5 |         58 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/parts/gen_list_cost_sum.c                         | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/parts/gen_list_deduplicate.c                      | C        |         18 |         10 |          5 |         33 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/parts/gen_list_find_highest_price_item_position.c | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/parts/gen_list_item_to_string.c                   | C        |         19 |         20 |          6 |         45 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/parts/gen_list_load.c                             | C        |         18 |         12 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/parts/gen_list_print.c                            | C        |         25 |         19 |          5 |         49 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/parts/gen_list_remove_item_at_pos.c               | C        |         18 |          8 |          5 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/parts/gen_list_save.c                             | C        |         18 |         11 |          5 |         34 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/parts/gen_list_swap_item_positions.c              | C        |         17 |          8 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/parts/gen_list_update_item_at_pos.c               | C        |         17 |          8 |          5 |         30 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/949d88c5-3896-4e45-a42e-8bff4c950949/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/list.c                                            | C        |        205 |         56 |         35 |        296 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/parts/gen_list_add_item_at_pos.c                  | C        |         38 |         20 |          8 |         66 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/parts/gen_list_cost_sum.c                         | C        |         23 |          7 |          5 |         35 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/parts/gen_list_deduplicate.c                      | C        |         31 |         10 |          6 |         47 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/parts/gen_list_find_highest_price_item_position.c | C        |         29 |          8 |          5 |         42 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/parts/gen_list_item_to_string.c                   | C        |         20 |         15 |          5 |         40 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/parts/gen_list_load.c                             | C        |         41 |         14 |          9 |         64 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/parts/gen_list_print.c                            | C        |         28 |         20 |          5 |         53 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/parts/gen_list_remove_item_at_pos.c               | C        |         36 |         11 |          7 |         54 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/parts/gen_list_save.c                             | C        |         28 |         12 |          8 |         48 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/parts/gen_list_swap_item_positions.c              | C        |         39 |         10 |          9 |         58 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/parts/gen_list_update_item_at_pos.c               | C        |         28 |         10 |          6 |         44 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/94cc70d0-7086-4a40-894a-433c90f7d9c4/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/api_report.json                                   | JSON     |         14 |          0 |          1 |         15 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/list.c                                            | C        |        281 |        115 |         95 |        491 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/orig_testsuite.json                               | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/orig_testsuite_asan.json                          | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/orig_testsuite_asan_noleak.json                   | JSON     |         92 |          0 |          1 |         93 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/parts/gen_list_add_item_at_pos.c                  | C        |         48 |         20 |         12 |         80 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/parts/gen_list_cost_sum.c                         | C        |         24 |          9 |          7 |         40 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/parts/gen_list_deduplicate.c                      | C        |         58 |         24 |         21 |        103 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/parts/gen_list_find_highest_price_item_position.c | C        |         29 |         10 |          8 |         47 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/parts/gen_list_init.c                             | C        |         19 |          6 |          6 |         31 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/parts/gen_list_item_to_string.c                   | C        |         26 |         17 |          9 |         52 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/parts/gen_list_load.c                             | C        |         44 |         22 |         17 |         83 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/parts/gen_list_print.c                            | C        |         32 |         21 |         10 |         63 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/parts/gen_list_remove_item_at_pos.c               | C        |         38 |         27 |         12 |         77 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/parts/gen_list_save.c                             | C        |         34 |         16 |         16 |         66 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/parts/gen_list_swap_item_positions.c              | C        |         50 |          9 |         13 |         72 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/parts/gen_list_update_item_at_pos.c               | C        |         34 |         15 |         10 |         59 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/ref_testsuite.json                                | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/ref_testsuite_asan.json                           | JSON     |        323 |          0 |          1 |        324 |
| /Users/sbukhari/Sandbox/CProgram/ASTanalysis/CodexUserStudyData/raw_data/9702f54c-200b-41f5-9fc4-971af3d86785/ref_testsuite_asan_noleak.json                    | JSON     |        323 |          0 |          1 |        324 |
